id,created_at,favorite_count,retweet_count,sentiment,change
1309317126130339845,2020-09-25,64592,9357,0.1708333333333333,13.86999499999996
1306770607560962049,2020-09-18,10589,899,0.051161616161616165,-5.790008
1306655390713536513,2020-09-17,9745,981,0.05486111111111111,7.829987000000017
1306378025785647106,2020-09-16,6614,540,-0.027777777777777773,1.8900150000000053
1306378024711905280,2020-09-16,9921,1087,-0.3,1.8900150000000053
1303709186094587906,2020-09-09,17827,2782,0.25,9.679992999999968
1301545239971127301,2020-09-03,10278,1083,-0.2,-0.23001099999999042
1301512142055600128,2020-09-03,8054,732,0.1722222222222222,-0.23001099999999042
1301505913044439042,2020-09-03,35687,4305,0.4,-0.23001099999999042
1301504316046413824,2020-09-03,20204,2535,0.375,-0.23001099999999042
1301486886511206402,2020-09-03,5570,741,0.13636363636363635,-0.23001099999999042
1300520230855172096,2020-08-31,6958,718,-0.3,53.71002199999998
1300502103954128898,2020-08-31,46779,4256,0.5,53.71002199999998
1300470390213365761,2020-08-31,76366,9358,0.11666666666666665,53.71002199999998
1300265030424956928,2020-08-31,39475,4620,0.1388888888888889,53.71002199999998
1300228630891569152,2020-08-31,6948,397,0.4,53.71002199999998
1300227302609965056,2020-08-31,5875,369,0.4,53.71002199999998
1295810279654060033,2020-08-18,13128,1384,0.375,-2.380004999999983
1295742448254115840,2020-08-18,17548,2052,0.4,-2.380004999999983
1295742100898582528,2020-08-18,15656,1296,-0.20833333333333331,-2.380004999999983
1295732417450217472,2020-08-18,54469,6887,0.3541666666666667,-2.380004999999983
1295722512823721984,2020-08-18,5288,849,0.13636363636363635,-2.380004999999983
1295317183900205057,2020-08-17,15715,2089,0.04166666666666667,31.727997000000016
1295316943134547968,2020-08-17,10233,1196,-0.3,31.727997000000016
1291626962411126784,2020-08-07,42406,4832,0.4,-9.36599799999999
1291605444809523200,2020-08-07,44006,4838,0.375,-9.36599799999999
1291595452194856960,2020-08-07,6124,664,0.13636363636363635,-9.36599799999999
1291411255547240448,2020-08-06,7023,667,0.11111111111111112,-0.25
1285699900865425411,2020-07-21,18404,1927,0.25,-14.313995000000034
1285334477829312512,2020-07-20,29851,1402,0.4,24.79800399999999
1285328437847052288,2020-07-20,48592,5950,0.25,24.79800399999999
1285307174114058240,2020-07-20,6460,706,0.41818181818181815,24.79800399999999
1282737907531264000,2020-07-13,10212,800,0.0952020202020202,-32.388000999999974
1280891612088823808,2020-07-08,13292,1210,0.0639520202020202,-7.824005
1280879593369432065,2020-07-08,7431,985,0.13636363636363635,-7.824005
1280624175590240256,2020-07-07,9905,1095,0.7,-3.0300289999999563
1278106891860586496,2020-06-30,38715,4154,0.25,14.662002999999999
1278081295608766464,2020-06-30,30811,3165,0.4,14.662002999999999
1278060937312792576,2020-06-30,28236,2714,0.3125,14.662002999999999
1278049470639296512,2020-06-30,5548,600,0.2371212121212121,14.662002999999999
1276575800687382528,2020-06-26,12917,1141,0.2202020202020202,-7.0079959999999915
1276165251290017792,2020-06-25,8211,773,0.09999999999999999,6.341994999999997
1273426202188005377,2020-06-18,18928,1764,0.35000000000000003,0.19200100000000475
1271116918871609344,2020-06-11,8243,631,0.02777777777777778,-3.4720000000000084
1271116917420388352,2020-06-11,11289,1417,0.25,-3.4720000000000084
1268587258380075008,2020-06-04,62449,6268,0.25,-5.099991000000017
1268357720974823425,2020-06-04,76065,11256,0.575,-5.099991000000017
1268355982221914112,2020-06-04,43359,7202,0.4791666666666667,-5.099991000000017
1268353023232716800,2020-06-04,7318,808,0.375,-5.099991000000017
1268345645045170176,2020-06-04,8033,1148,0.13636363636363635,-5.099991000000017
1268206945942466560,2020-06-03,18290,2370,0.13636363636363635,-1.0319980000000157
1267922915334340608,2020-06-02,67029,9358,0.5,-2.628005999999999
1265739654810091520,2020-05-27,152725,31131,-0.09351851851851851,-0.12599199999999655
1265701466901225475,2020-05-27,14470,2823,0.5,-0.12599199999999655
1265699688910450694,2020-05-27,26839,4177,-0.3,-0.12599199999999655
1265689597394083841,2020-05-27,49927,9264,0.7,-0.12599199999999655
1265684664259276801,2020-05-27,5987,740,0.19999999999999998,-0.12599199999999655
1265684261945765896,2020-05-27,6169,975,0.225,-0.12599199999999655
1265679785629368320,2020-05-27,35938,20427,0.13636363636363635,-0.12599199999999655
1263962666051067904,2020-05-22,18451,2743,0.3,-1.0579990000000237
1263909684106235904,2020-05-22,21434,2342,0.19999999999999998,-1.0579990000000237
1263296976499748864,2020-05-21,69976,9730,-0.3,2.320007000000004
1262367345185558528,2020-05-18,9265,773,-0.14027777777777778,-2.8300020000000075
1260603521402986496,2020-05-13,14690,1473,0.11111111111111112,-5.973998999999992
1260603520102748161,2020-05-13,11497,997,0.5,-5.973998999999992
1260579631700336646,2020-05-13,4137,411,0.125,-5.973998999999992
1260269425199992832,2020-05-12,5028,355,0.2,-3.5179899999999975
1256366000527732736,2020-05-01,32395,3639,0.125,-10.73599200000001
1256299740653858819,2020-05-01,11877,1392,0.15,-10.73599200000001
1256251100782448640,2020-05-01,8942,1237,0.11666666666666665,-10.73599200000001
1256241736613007363,2020-05-01,12225,2257,-0.5,-10.73599200000001
1255907216911024129,2020-04-30,3116,280,-0.002678571428571447,-14.66198700000001
1255907213568208896,2020-04-30,5452,690,0.65,-14.66198700000001
1253831076608225281,2020-04-24,4364,337,0.15,2.867996000000005
1253831072795684864,2020-04-24,13340,1383,0.25,2.867996000000005
1253047783457619969,2020-04-22,32947,4943,0.575,5.6259919999999966
