id,created_at,favorite_count,retweet_count,sentiment
1048700657681592320,2018-10-06 22:24:55+00:00,26728,2947,0.0
1047614884660240386,2018-10-03 22:30:26+00:00,6787,923,0.3
1047232538106707968,2018-10-02 21:11:08+00:00,6471,719,-0.15000000000000002
1046887713767489536,2018-10-01 22:20:55+00:00,27811,3582,0.2833333333333333
1045830749704732672,2018-09-29 00:20:55+00:00,12255,1548,0.27
1045805476812746752,2018-09-28 22:40:30+00:00,32527,5569,0.34375
1043610479665373184,2018-09-22 21:18:22+00:00,28762,4089,0.0
1041865950633418753,2018-09-18 01:46:14+00:00,36075,8300,0.2625
1041863279851663361,2018-09-18 01:35:37+00:00,13658,3568,0.0
1041862939521630208,2018-09-18 01:34:16+00:00,11778,2815,0.25
1041861441974747136,2018-09-18 01:28:19+00:00,17383,3089,0.0
1041857804686876674,2018-09-18 01:13:52+00:00,2537,598,0.13636363636363635
1041850596993556481,2018-09-18 00:45:13+00:00,10253,1858,0.2340909090909091
1041502479878242305,2018-09-17 01:41:56+00:00,10814,2138,0.125
1040402070967214080,2018-09-14 00:49:18+00:00,13503,2432,0.0
1040397262248005632,2018-09-14 00:30:11+00:00,89131,23241,0.25000000000000006
1039296049112698880,2018-09-10 23:34:21+00:00,19215,3003,0.25
1039221575772303366,2018-09-10 18:38:26+00:00,10492,1536,0.2833333333333333
1039020311184699392,2018-09-10 05:18:40+00:00,14537,1627,0.575
1039019812591038466,2018-09-10 05:16:42+00:00,1283,109,0.06818181818181818
1039019243658870784,2018-09-10 05:14:26+00:00,1816,125,0.0
1039018310568894465,2018-09-10 05:10:43+00:00,1201,117,0.04545454545454545
1039014370322214912,2018-09-10 04:55:04+00:00,2278,180,0.0
1039014220837216256,2018-09-10 04:54:28+00:00,18578,1640,0.375
1039014112473231360,2018-09-10 04:54:03+00:00,1637,106,0.2
1039013584770977792,2018-09-10 04:51:57+00:00,2099,179,0.11666666666666665
1039012805498654720,2018-09-10 04:48:51+00:00,2141,178,0.0
1039012613185658880,2018-09-10 04:48:05+00:00,1876,149,0.18888888888888888
1039012032111030272,2018-09-10 04:45:47+00:00,8239,1275,0.0
1039011642640494593,2018-09-10 04:44:14+00:00,1407,167,0.0
1039008665871605760,2018-09-10 04:32:24+00:00,1888,448,0.13636363636363635
1038998237724594177,2018-09-10 03:50:58+00:00,1967,297,0.7
1038992538865041408,2018-09-10 03:28:19+00:00,1897,301,0.41818181818181815
1038983491277402112,2018-09-10 02:52:22+00:00,2891,503,0.13636363636363635
1038898702226620416,2018-09-09 21:15:27+00:00,10470,1547,0.0
1037843911870316545,2018-09-06 23:24:05+00:00,8026,905,0.3
1037345042434646021,2018-09-05 14:21:45+00:00,5960,667,0.5
1035615859304062976,2018-08-31 19:50:36+00:00,26120,4712,0.0
1033167462986997760,2018-08-25 01:41:33+00:00,24333,3234,-0.3
1029838007841435649,2018-08-15 21:11:29+00:00,21778,3272,0.2833333333333333
1029206137357258752,2018-08-14 03:20:39+00:00,18397,2428,0.525
1026957193835237376,2018-08-07 22:24:09+00:00,17864,3389,-0.05555555555555555
1026707269277208576,2018-08-07 05:51:02+00:00,13296,2830,0.575
1026706846168403968,2018-08-07 05:49:22+00:00,1419,145,0.06818181818181818
1026706073225318401,2018-08-07 05:46:17+00:00,1761,195,0.0
1026705445384151041,2018-08-07 05:43:48+00:00,1274,129,0.04545454545454545
1026702451720634369,2018-08-07 05:31:54+00:00,1958,186,0.0
1026701592118980609,2018-08-07 05:28:29+00:00,15911,2268,0.375
1026701216787587073,2018-08-07 05:26:59+00:00,2232,203,0.2
1026700736443310081,2018-08-07 05:25:05+00:00,2314,174,0.11666666666666665
1026699946559385600,2018-08-07 05:21:57+00:00,1902,157,0.0
1026699858277687296,2018-08-07 05:21:36+00:00,1840,149,0.18888888888888888
1026699088123719680,2018-08-07 05:18:32+00:00,4414,516,0.0
1026698750972985344,2018-08-07 05:17:12+00:00,1685,237,0.0
1026695272917696512,2018-08-07 05:03:22+00:00,1873,469,0.13636363636363635
1026691483477270528,2018-08-07 04:48:19+00:00,2857,609,0.13636363636363635
1026551945970966530,2018-08-06 19:33:50+00:00,9141,2280,0.0
1025909485313781760,2018-08-05 01:00:56+00:00,19002,2284,0.0
1025509667965792256,2018-08-03 22:32:12+00:00,8535,702,0.4
1025504955573010432,2018-08-03 22:13:29+00:00,4511,305,0.16666666666666666
1025504815625818112,2018-08-03 22:12:55+00:00,2628,158,0.0
1025497104246956032,2018-08-03 21:42:17+00:00,3877,359,0.1
1025426266034298882,2018-08-03 17:00:47+00:00,3370,356,0.0
1025424746748375040,2018-08-03 16:54:45+00:00,2209,166,0.1
1025421416408047617,2018-08-03 16:41:31+00:00,3794,353,0.0
1025419937752346624,2018-08-03 16:35:39+00:00,3580,472,0.0
1025404880586924032,2018-08-03 15:35:49+00:00,18500,3811,0.525
1025399453350543360,2018-08-03 15:14:15+00:00,7587,1414,0.2372727272727273
1025077035230670848,2018-08-02 17:53:04+00:00,5130,632,0.5
1024758948698644480,2018-08-01 20:49:07+00:00,13320,2020,0.0
1022911987100016641,2018-07-27 18:29:57+00:00,18967,2798,0.5
1022102226183966721,2018-07-25 12:52:15+00:00,9418,1279,0.3833333333333333
1022096543229177857,2018-07-25 12:29:40+00:00,1526,151,0.03409090909090909
1022088522168029184,2018-07-25 11:57:47+00:00,9686,995,0.375
1022086749701341186,2018-07-25 11:50:45+00:00,1400,126,0.0
1022086618360868864,2018-07-25 11:50:13+00:00,1414,120,0.0
1022086229951565824,2018-07-25 11:48:41+00:00,1762,116,0.2
1022085488780275712,2018-07-25 11:45:44+00:00,2352,170,0.25
1022084815288291329,2018-07-25 11:43:04+00:00,1878,137,0.0
1022084744912101376,2018-07-25 11:42:47+00:00,1536,114,0.125
1022084656844308480,2018-07-25 11:42:26+00:00,2125,168,0.18888888888888888
1022083966998704129,2018-07-25 11:39:41+00:00,2463,378,0.0
1022083680104148992,2018-07-25 11:38:33+00:00,1373,163,0.0
1022080161779306496,2018-07-25 11:24:34+00:00,1602,346,0.13636363636363635
1022068841784864768,2018-07-25 10:39:35+00:00,3552,606,0.13636363636363635
1021897736398888961,2018-07-24 23:19:40+00:00,6980,1184,-0.4
1021112045863759872,2018-07-22 19:17:37+00:00,14154,2548,0.5
1020917937509502976,2018-07-22 06:26:18+00:00,8048,1147,0.575
1020916826723643393,2018-07-22 06:21:53+00:00,2448,157,0.0
1020915395740307456,2018-07-22 06:16:12+00:00,1578,147,0.04545454545454545
1020911633030262784,2018-07-22 06:01:15+00:00,1624,115,0.0
1020911303764848640,2018-07-22 05:59:57+00:00,11351,1130,0.375
1020911100492013568,2018-07-22 05:59:08+00:00,1933,150,0.13333333333333333
1020910574564020225,2018-07-22 05:57:03+00:00,2173,158,0.11666666666666665
1020909783866470400,2018-07-22 05:53:54+00:00,2169,159,0.0
1020909606350946305,2018-07-22 05:53:12+00:00,2189,163,0.18888888888888888
1020909231526965248,2018-07-22 05:51:43+00:00,5854,673,0.0
1020908592029884416,2018-07-22 05:49:10+00:00,1676,221,0.0
1020905080285945856,2018-07-22 05:35:13+00:00,2281,457,0.13636363636363635
1020894027669954560,2018-07-22 04:51:18+00:00,3233,550,0.13636363636363635
1020827492259573760,2018-07-22 00:26:54+00:00,10166,1376,0.0
1020520790108672000,2018-07-21 04:08:11+00:00,6434,673,-0.15000000000000002
1019692740710260736,2018-07-18 21:17:49+00:00,6094,704,0.3
1017807493311811584,2018-07-13 16:26:31+00:00,19237,2462,0.08333333333333333
1017516407204876288,2018-07-12 21:09:50+00:00,8483,1229,0.12083333333333333
1015388220912267265,2018-07-07 00:13:11+00:00,23988,4537,0.2125
1013739496981090307,2018-07-02 11:01:45+00:00,10587,955,0.2
1013730845650190336,2018-07-02 10:27:22+00:00,3278,288,0.0
1013725030050484225,2018-07-02 10:04:15+00:00,4546,463,0.0
1013721270406373376,2018-07-02 09:49:19+00:00,2981,366,0.13636363636363635
1012842329927909376,2018-06-29 23:36:43+00:00,24551,5836,0.5
1012636035417759744,2018-06-29 09:56:59+00:00,9779,951,0.0
1012635914147979264,2018-06-29 09:56:30+00:00,4130,534,0.0
1012634853437669376,2018-06-29 09:52:17+00:00,3223,370,0.55
1012634742389215232,2018-06-29 09:51:51+00:00,2172,147,0.05
1012634285415649280,2018-06-29 09:50:02+00:00,1764,150,0.0
1012633219693346817,2018-06-29 09:45:48+00:00,2928,225,0.2833333333333333
1012632808659906561,2018-06-29 09:44:10+00:00,2341,301,0.0
1012632227560108033,2018-06-29 09:41:51+00:00,1477,189,0.0
1012627739369541632,2018-06-29 09:24:01+00:00,1861,413,0.13636363636363635
1012618433450500096,2018-06-29 08:47:02+00:00,4366,697,0.5
1012525306970664960,2018-06-29 02:36:59+00:00,10743,1301,0.0
1011703684454014976,2018-06-26 20:12:09+00:00,13425,2313,0.0
1011703254407770112,2018-06-26 20:10:27+00:00,19353,3171,-0.05000000000000001
1010644009964920832,2018-06-23 22:01:23+00:00,3867,468,0.04166666666666667
1010643931829174272,2018-06-23 22:01:04+00:00,5005,591,0.5
1009580017049747456,2018-06-20 23:33:27+00:00,15643,2411,-0.04722222222222222
1003729129320189953,2018-06-04 20:04:07+00:00,28166,5221,0.25
1003506456656691200,2018-06-04 05:19:18+00:00,15778,1381,0.575
1003504926226444288,2018-06-04 05:13:13+00:00,2662,161,0.0
1003504398562091008,2018-06-04 05:11:07+00:00,1730,159,0.04545454545454545
1003500329751605248,2018-06-04 04:54:57+00:00,2671,212,0.0
1003500086582579201,2018-06-04 04:53:59+00:00,2224,156,0.0
1003498814571929601,2018-06-04 04:48:56+00:00,2795,182,0.0
1003498686372970496,2018-06-04 04:48:25+00:00,2510,177,0.18888888888888888
1003498189498880000,2018-06-04 04:46:27+00:00,10321,1370,0.0
1003497610089381888,2018-06-04 04:44:08+00:00,1934,244,0.0
1003494622662815745,2018-06-04 04:32:16+00:00,1971,436,0.13636363636363635
1003483260398153728,2018-06-04 03:47:07+00:00,2994,522,0.13636363636363635
1003327819265347584,2018-06-03 17:29:27+00:00,9559,1360,0.0
1002268835175518208,2018-05-31 19:21:26+00:00,12923,2071,-0.10740740740740741
1002188526803447808,2018-05-31 14:02:19+00:00,4731,617,0.1361111111111111
1001177877654667264,2018-05-28 19:06:21+00:00,5486,688,0.0
999829462609883136,2018-05-25 01:48:14+00:00,5972,604,0.5
999131732057063425,2018-05-23 03:35:42+00:00,24383,3943,0.5
999034786172694528,2018-05-22 21:10:28+00:00,5089,674,0.3833333333333333
999028159302397952,2018-05-22 20:44:08+00:00,1686,173,0.03409090909090909
999017182989246465,2018-05-22 20:00:31+00:00,1631,182,0.0
999017028466786305,2018-05-22 19:59:55+00:00,4125,453,0.75
999016675499364354,2018-05-22 19:58:30+00:00,2210,160,0.2
999015071740129281,2018-05-22 19:52:08+00:00,2826,219,0.0
999014938055069696,2018-05-22 19:51:36+00:00,2414,186,0.18888888888888888
999014137043632129,2018-05-22 19:48:25+00:00,9264,901,0.0
999013805349720065,2018-05-22 19:47:06+00:00,1754,274,0.0
999010040794107904,2018-05-22 19:32:09+00:00,2287,592,0.13636363636363635
998999604845686785,2018-05-22 18:50:40+00:00,3112,666,0.13636363636363635
998954756704948225,2018-05-22 15:52:28+00:00,8726,1604,-0.4
997571699213135872,2018-05-18 20:16:41+00:00,7458,850,-0.15000000000000002
995741968415248386,2018-05-13 19:05:59+00:00,25002,3854,0.375
995043176363671552,2018-05-11 20:49:14+00:00,18155,2556,0.575
995041666930102272,2018-05-11 20:43:15+00:00,3580,271,0.0
995037077950545920,2018-05-11 20:25:00+00:00,3669,340,0.13333333333333333
995036908257402880,2018-05-11 20:24:20+00:00,39654,5821,0.375
995036104981069824,2018-05-11 20:21:08+00:00,3087,296,0.11666666666666665
995035430033571841,2018-05-11 20:18:28+00:00,3149,244,0.0
995035330477678592,2018-05-11 20:18:04+00:00,4127,598,0.18888888888888888
995034521048403973,2018-05-11 20:14:51+00:00,8801,1718,0.0
995034093321519104,2018-05-11 20:13:09+00:00,1881,257,0.0
995031117924257792,2018-05-11 20:01:19+00:00,4442,1041,0.13636363636363635
995026772159643649,2018-05-11 19:44:03+00:00,2888,600,0.13636363636363635
995004512896147456,2018-05-11 18:15:36+00:00,5597,1117,0.7
994704699411460096,2018-05-10 22:24:15+00:00,10943,1461,0.1048611111111111
994695150034079744,2018-05-10 21:46:18+00:00,2624,382,0.0
994690849190563840,2018-05-10 21:29:13+00:00,2549,704,0.13636363636363635
994687808647323648,2018-05-10 21:17:08+00:00,3000,641,0.19318181818181818
994659599474081792,2018-05-10 19:25:03+00:00,4127,767,0.3621212121212121
994632986006978560,2018-05-10 17:39:17+00:00,11673,2182,0.35
993577852565049345,2018-05-07 19:46:34+00:00,14377,1911,0.0
992842234427990016,2018-05-05 19:03:29+00:00,12269,1390,0.3666666666666667
992841103714873344,2018-05-05 18:58:59+00:00,3408,234,0.16666666666666666
992833344973893633,2018-05-05 18:28:10+00:00,4596,434,0.1
992764569385762816,2018-05-05 13:54:52+00:00,5278,581,0.0
992760104893071361,2018-05-05 13:37:08+00:00,4349,338,0.1
992757935934660611,2018-05-05 13:28:31+00:00,2549,317,0.0
992754436106698753,2018-05-05 13:14:36+00:00,1819,281,0.13636363636363635
992753785402408961,2018-05-05 13:12:01+00:00,5323,801,0.5
992571214265765890,2018-05-05 01:06:33+00:00,8452,1100,0.1785714285714286
988057678982283264,2018-04-22 14:11:22+00:00,85207,18018,0.8
986967934617530369,2018-04-19 14:01:07+00:00,11800,2039,0.5
986751912899895297,2018-04-18 23:42:43+00:00,8583,1545,0.4366666666666667
986751156134096896,2018-04-18 23:39:43+00:00,1676,164,0.06818181818181818
986750463310639104,2018-04-18 23:36:58+00:00,1603,116,0.0
986750295421026304,2018-04-18 23:36:18+00:00,1992,141,0.2
986749698730967040,2018-04-18 23:33:55+00:00,1490,156,0.04545454545454545
986741971195609089,2018-04-18 23:03:13+00:00,2070,197,0.0
986741619671023616,2018-04-18 23:01:49+00:00,2601,226,0.13333333333333333
986741376380428289,2018-04-18 23:00:51+00:00,10696,1604,0.375
986740949567942656,2018-04-18 22:59:09+00:00,2744,206,0.11666666666666665
986739856226189312,2018-04-18 22:54:49+00:00,2655,224,0.0
986739754745053184,2018-04-18 22:54:24+00:00,2674,228,0.18888888888888888
986739290091618304,2018-04-18 22:52:34+00:00,6705,1337,0.0
986738793418932224,2018-04-18 22:50:35+00:00,1803,293,0.0
986735844970016768,2018-04-18 22:38:52+00:00,6676,1290,0.13636363636363635
986723955099643905,2018-04-18 21:51:37+00:00,3121,773,0.13636363636363635
986603725140537344,2018-04-18 13:53:52+00:00,15551,3022,0.0
985975566535831552,2018-04-16 20:17:48+00:00,6624,1338,-0.15555555555555559
985887380606300161,2018-04-16 14:27:23+00:00,9607,1887,-0.3
984146401578827776,2018-04-11 19:09:21+00:00,5919,790,0.5
981483323573788678,2018-04-04 10:47:14+00:00,14947,2230,0.2
981480002708422657,2018-04-04 10:34:02+00:00,3298,387,0.0
981474543729491968,2018-04-04 10:12:20+00:00,6039,389,0.0
981472597077508097,2018-04-04 10:04:36+00:00,3521,455,0.13636363636363635
981002026460073984,2018-04-03 02:54:43+00:00,15845,1996,0.5
980909925865000963,2018-04-02 20:48:45+00:00,9239,1027,0.0
980908116756766721,2018-04-02 20:41:34+00:00,3447,352,0.3
980906293886992384,2018-04-02 20:34:19+00:00,2310,238,0.0
980906155185549313,2018-04-02 20:33:46+00:00,3149,232,0.2833333333333333
980905565437157376,2018-04-02 20:31:25+00:00,7976,1390,0.0
980905133914533888,2018-04-02 20:29:42+00:00,1843,255,0.0
980901912139595776,2018-04-02 20:16:54+00:00,5038,1218,0.13636363636363635
980890448880320512,2018-04-02 19:31:21+00:00,5301,786,0.0
980800911483183104,2018-04-02 13:35:34+00:00,4888,492,0.02777777777777778
980799911951196165,2018-04-02 13:31:36+00:00,10284,1496,0.0
979922483775090688,2018-03-31 03:25:00+00:00,19142,3506,0.5
979742157580849152,2018-03-30 15:28:27+00:00,12884,1879,0.3833333333333333
979741375389319168,2018-03-30 15:25:21+00:00,3353,274,0.0
979740825583206402,2018-03-30 15:23:10+00:00,2947,203,0.0
979740423869513728,2018-03-30 15:21:34+00:00,3012,226,0.0
979740010344628225,2018-03-30 15:19:55+00:00,2759,206,0.0
979739689899900928,2018-03-30 15:18:39+00:00,2842,200,0.0
979739251167281152,2018-03-30 15:16:54+00:00,2848,209,0.0
979738893670014976,2018-03-30 15:15:29+00:00,3029,228,0.0
979738549254684673,2018-03-30 15:14:07+00:00,2961,216,0.0
979738100350898178,2018-03-30 15:12:20+00:00,3645,301,0.11666666666666665
979736830085029888,2018-03-30 15:07:17+00:00,3720,301,0.0
979725919148388357,2018-03-30 14:23:56+00:00,3652,349,0.0
979725764126916608,2018-03-30 14:23:19+00:00,4763,342,0.2
979724350776422401,2018-03-30 14:17:42+00:00,4032,293,0.0
979724213614362627,2018-03-30 14:17:09+00:00,3594,276,0.18888888888888888
979723767545872385,2018-03-30 14:15:23+00:00,10327,2076,0.0
979723171745095680,2018-03-30 14:13:01+00:00,2238,296,0.0
979719668750417920,2018-03-30 13:59:05+00:00,2818,780,0.13636363636363635
979709007781773313,2018-03-30 13:16:44+00:00,10527,1779,0.13636363636363635
979506616121704448,2018-03-29 23:52:30+00:00,13153,2245,-0.8
979080942441545729,2018-03-28 19:41:01+00:00,8270,1036,0.0
979053735195193344,2018-03-28 17:52:55+00:00,7272,962,0.5
977913864820895744,2018-03-25 14:23:28+00:00,12210,1458,-0.15000000000000002
971184719634157570,2018-03-07 00:44:15+00:00,22980,4283,0.25
970903737085542400,2018-03-06 06:07:44+00:00,29114,3569,0.575
970903164034564096,2018-03-06 06:05:27+00:00,1869,174,0.06818181818181818
970902324985020416,2018-03-06 06:02:07+00:00,2647,176,0.0
970901644429832192,2018-03-06 05:59:25+00:00,1740,155,0.04545454545454545
970898068731183104,2018-03-06 05:45:12+00:00,2346,185,0.0
970897366478872576,2018-03-06 05:42:25+00:00,3231,252,0.13333333333333333
970895997273391104,2018-03-06 05:36:58+00:00,3642,243,0.0
970895821293043718,2018-03-06 05:36:16+00:00,2982,241,0.18888888888888888
970895123411173376,2018-03-06 05:33:30+00:00,15483,1498,0.0
970894807148085248,2018-03-06 05:32:15+00:00,2000,280,0.0
970892061250437120,2018-03-06 05:21:20+00:00,3036,732,0.13636363636363635
970880013468708864,2018-03-06 04:33:27+00:00,4558,925,0.13636363636363635
970771503624015872,2018-03-05 21:22:17+00:00,15895,2610,-0.3
967270883713679360,2018-02-24 05:32:04+00:00,10034,912,0.026936026936026924
966853862530342912,2018-02-23 01:54:58+00:00,40494,7042,0.5
966681978572451840,2018-02-22 14:31:58+00:00,25614,4162,0.575
966680639305953281,2018-02-22 14:26:39+00:00,4942,347,0.2
966679124155678720,2018-02-22 14:20:37+00:00,5891,427,0.0
966679026407387136,2018-02-22 14:20:14+00:00,3991,326,0.18888888888888888
966678421580390400,2018-02-22 14:17:50+00:00,4928,855,0.0
966678020210638849,2018-02-22 14:16:14+00:00,2633,363,0.0
966675261491101697,2018-02-22 14:05:16+00:00,7927,1722,0.13636363636363635
966663753897934848,2018-02-22 13:19:33+00:00,5446,1321,0.13636363636363635
966313372814749701,2018-02-21 14:07:15+00:00,10680,1855,-0.12944444444444447
966307027684225025,2018-02-21 13:42:03+00:00,4665,994,0.13636363636363635
966187350740127744,2018-02-21 05:46:29+00:00,8019,892,0.5
966075198616363008,2018-02-20 22:20:50+00:00,16933,3032,-0.55
964937069901447168,2018-02-17 18:58:19+00:00,8971,1041,0.125
964342882579619841,2018-02-16 03:37:14+00:00,11176,1242,0.5
962784246128558080,2018-02-11 20:23:46+00:00,16478,1635,-0.15000000000000002
961084879432597504,2018-02-07 03:51:06+00:00,55712,15243,0.18333333333333335
961001555817148416,2018-02-06 22:20:00+00:00,62826,31755,0.13636363636363635
960980303689891840,2018-02-06 20:55:33+00:00,30861,2791,0.0
960980119312453632,2018-02-06 20:54:49+00:00,209714,66061,-0.2
960979671893426176,2018-02-06 20:53:02+00:00,17300,1660,0.0
960978626744233984,2018-02-06 20:48:53+00:00,14758,1576,0.07500000000000001
960978490727124992,2018-02-06 20:48:20+00:00,12814,1436,0.06666666666666668
960977977772093440,2018-02-06 20:46:18+00:00,152465,41100,0.0
960977465249165312,2018-02-06 20:44:16+00:00,8213,1485,-0.2
960972215729537024,2018-02-06 20:23:24+00:00,15267,6725,-0.03181818181818183
960962632717975554,2018-02-06 19:45:20+00:00,14170,5378,0.06212121212121211
960948676557352960,2018-02-06 18:49:52+00:00,11492,3072,0.06818181818181818
960920426485399552,2018-02-06 16:57:37+00:00,12977,4208,0.09166666666666667
960910705808609280,2018-02-06 16:18:59+00:00,18101,4939,-0.2
960689996351991808,2018-02-06 01:41:58+00:00,30055,10090,0.035714285714285705
958859413489565696,2018-02-01 00:27:53+00:00,8909,1551,0.0
958822086700539904,2018-01-31 21:59:34+00:00,13249,1534,0.575
958821384007827457,2018-01-31 21:56:46+00:00,1234,102,0.06818181818181818
958820759404605440,2018-01-31 21:54:17+00:00,1082,86,0.0
958820591254958080,2018-01-31 21:53:37+00:00,1556,93,0.0
958819988856451072,2018-01-31 21:51:14+00:00,1066,106,0.04545454545454545
958816496771203072,2018-01-31 21:37:21+00:00,1401,127,0.0
958816002812231680,2018-01-31 21:35:23+00:00,2162,182,0.0
958814484088307713,2018-01-31 21:29:21+00:00,1983,163,0.0
958814171461660672,2018-01-31 21:28:07+00:00,2661,236,0.18888888888888888
958813616387403776,2018-01-31 21:25:54+00:00,38369,4606,0.0
958813175788392448,2018-01-31 21:24:09+00:00,1563,257,0.0
958810321212211200,2018-01-31 21:12:49+00:00,1852,578,0.13636363636363635
958798414686244864,2018-01-31 20:25:30+00:00,7813,1342,0.13636363636363635
958795648064630784,2018-01-31 20:14:30+00:00,4100,668,0.0
958433771493081088,2018-01-30 20:16:32+00:00,7136,928,0.06111111111111111
958404411931308032,2018-01-30 18:19:52+00:00,3704,495,0.04999999999999999
958402963835305984,2018-01-30 18:14:07+00:00,5915,858,-0.3
956941584259411968,2018-01-26 17:27:07+00:00,9689,1385,0.5
956236301275054080,2018-01-24 18:44:34+00:00,31158,8972,0.215625
952296758582718464,2018-01-13 21:50:14+00:00,20371,3278,0.0
952203503916630016,2018-01-13 15:39:41+00:00,13559,1839,0.275
952201956906344448,2018-01-13 15:33:32+00:00,3625,240,0.16666666666666666
952201650084618240,2018-01-13 15:32:19+00:00,2678,193,0.0
952194509596536832,2018-01-13 15:03:56+00:00,3890,355,0.1
952121211810562050,2018-01-13 10:12:41+00:00,4661,595,0.1
952118956210274304,2018-01-13 10:03:43+00:00,2423,295,0.0
951958563886309376,2018-01-12 23:26:22+00:00,6555,1066,0.0
950537911652401152,2018-01-09 01:21:12+00:00,11143,1450,0.375
950172552642482176,2018-01-08 01:09:24+00:00,32009,4438,0.25
950171844249726976,2018-01-08 01:06:35+00:00,3927,284,0.25
950170926494007296,2018-01-08 01:02:56+00:00,4025,288,0.2833333333333333
950170474981437440,2018-01-08 01:01:09+00:00,10836,1100,0.0
950169976190595073,2018-01-08 00:59:10+00:00,2130,349,0.0
950166384499089413,2018-01-08 00:44:53+00:00,2834,773,0.13636363636363635
950155193018011648,2018-01-08 00:00:25+00:00,3984,1051,0.13636363636363635
950068585048588288,2018-01-07 18:16:16+00:00,11408,1972,0.0
949074398543261696,2018-01-05 00:25:44+00:00,8830,1339,0.1875
948554978163007488,2018-01-03 14:01:44+00:00,7828,964,0.25
948382592599916544,2018-01-03 02:36:44+00:00,28630,5794,0.15
948376057882619904,2018-01-03 02:10:46+00:00,26876,7745,0.17500000000000002
944640809252433920,2017-12-23 18:48:14+00:00,17269,3873,0.25
944402151740121088,2017-12-23 02:59:53+00:00,13211,1291,0.5
944397579369955328,2017-12-23 02:41:43+00:00,7134,1620,0.3833333333333333
944391868846030848,2017-12-23 02:19:02+00:00,1915,368,0.03409090909090909
944381608328441857,2017-12-23 01:38:15+00:00,2657,533,0.0
944381511372963840,2017-12-23 01:37:52+00:00,1825,279,0.0
944381294556864512,2017-12-23 01:37:01+00:00,2774,399,0.2
944379985296363520,2017-12-23 01:31:48+00:00,7801,1636,0.0
944379742416920576,2017-12-23 01:30:50+00:00,2811,372,0.18888888888888888
944379131956887552,2017-12-23 01:28:25+00:00,4210,1391,0.0
944378729219756033,2017-12-23 01:26:49+00:00,4457,1106,0.0
944375120675586048,2017-12-23 01:12:29+00:00,1756,537,0.13636363636363635
944364260766842885,2017-12-23 00:29:19+00:00,6562,2019,0.13636363636363635
944329692898664448,2017-12-22 22:11:58+00:00,29280,9069,0.0
944251114970497024,2017-12-22 16:59:43+00:00,2232,279,0.04166666666666667
944250423904428032,2017-12-22 16:56:59+00:00,5519,1092,0.0
943945832063045632,2017-12-21 20:46:38+00:00,12680,2564,0.5
943666709189160962,2017-12-21 02:17:30+00:00,19443,3244,0.25
942542372629463040,2017-12-17 23:49:47+00:00,4606,577,0.5
942387028439613440,2017-12-17 13:32:30+00:00,6833,1073,0.0
942348792854069248,2017-12-17 11:00:34+00:00,10556,1138,0.2
942345939003437056,2017-12-17 10:49:14+00:00,2798,438,0.0
942343983375593472,2017-12-17 10:41:28+00:00,2331,180,0.0
942341464679268352,2017-12-17 10:31:27+00:00,1838,289,0.13636363636363635
942096432567345152,2017-12-16 18:17:47+00:00,7577,1531,0.375
941699814592364544,2017-12-15 16:01:46+00:00,3677,553,0.0
941696486223441920,2017-12-15 15:48:32+00:00,30740,3164,0.55
941695796881190912,2017-12-15 15:45:48+00:00,20262,3808,0.16666666666666666
941695140904632320,2017-12-15 15:43:12+00:00,1493,144,0.0
941695038316101633,2017-12-15 15:42:47+00:00,1753,137,0.25
941694204681449477,2017-12-15 15:39:28+00:00,2171,211,0.0
941694089946206208,2017-12-15 15:39:01+00:00,1746,147,0.2833333333333333
941693583794479105,2017-12-15 15:37:00+00:00,4212,964,0.0
941693178540724224,2017-12-15 15:35:24+00:00,1070,175,0.0
941689436626042883,2017-12-15 15:20:32+00:00,3678,837,0.13636363636363635
941678684389310464,2017-12-15 14:37:48+00:00,2271,537,0.13636363636363635
941676365685735425,2017-12-15 14:28:35+00:00,2771,559,0.1
940736321097572352,2017-12-13 00:13:11+00:00,5292,838,-0.012500000000000002
940413416531025923,2017-12-12 02:50:05+00:00,5565,940,0.0
939181711723655168,2017-12-08 17:15:43+00:00,6715,1194,0.1361111111111111
938529633066106881,2017-12-06 22:04:36+00:00,4285,845,0.04166666666666667
938510889484828673,2017-12-06 20:50:07+00:00,8182,1382,0.3
931304778122121221,2017-11-16 23:35:36+00:00,2243,274,0.11818181818181818
931304237316710401,2017-11-16 23:33:27+00:00,2405,275,-0.07777777777777779
930833296308674565,2017-11-15 16:22:06+00:00,5130,911,0.16666666666666666
929487948289937408,2017-11-11 23:16:10+00:00,4288,591,0.5
929441494494208000,2017-11-11 20:11:35+00:00,7100,918,0.0
925363980918439936,2017-10-31 14:09:00+00:00,6280,1378,0.5
925093128524087296,2017-10-30 20:12:43+00:00,4002,556,0.575
925092575555436546,2017-10-30 20:10:32+00:00,797,94,0.06818181818181818
925090675296649218,2017-10-30 20:02:59+00:00,1190,123,0.0
925090166166790144,2017-10-30 20:00:57+00:00,728,71,0.04545454545454545
925086308464234497,2017-10-30 19:45:37+00:00,962,121,0.0
925085950224449537,2017-10-30 19:44:12+00:00,1219,127,0.0
925085825703976960,2017-10-30 19:43:42+00:00,15197,2101,0.375
925085623865655296,2017-10-30 19:42:54+00:00,1158,122,0.2
925085204548485120,2017-10-30 19:41:14+00:00,1341,155,0.11666666666666665
925084414152884224,2017-10-30 19:38:06+00:00,1263,146,0.0
